Name,Type,Exterior,Rarity,Extra,Average volume sale,Average price (VND),Max price (VND),Days to reach max,Min price (VND),Days to reach min,Price change (%),Time on market (days)
Souvenir AK-47 | Black Laminate (Battle-Scarred),Rifle,Battle-Scarred,Mil-Spec,Souvenir,2.823053589,533403.4579,1314427.875,23,304240.031,1076,-0.5,1192
SSG 08 | Mayan Dreams (Factory New),Rifle,Factory New,Industrial Grade,Normal,1.8125,286188.4461,855386.312,1108,3967.27,69,1.01,3335
Souvenir AK-47 | Safety Net (Well-Worn),Rifle,Well-Worn,Restricted,Souvenir,1.176811594,726944.9595,3246150.75,292,276437.062,478,-0.65,1540
Sticker | SK Gaming (Foil) | Krakow 2017,Sticker,None,Exotic,Normal,5.578494624,164401.8644,1025787.25,1478,43144.062,479,1.33,1958
StatTrak™ P90 | Nostalgia (Factory New),SMG,Factory New,Classified,StatTrak™,4.592317224,600044.4908,3309399,691,337100.719,645,-0.79,1138
StatTrak™ AK-47 | Cartel (Well-Worn),Rifle,Well-Worn,Classified,StatTrak™,3.011009174,476982.921,3255272,2271,193754.109,529,-0.72,2876
XM1014 | Red Leather (Field-Tested),Shotgun,Field-Tested,Mil-Spec,Normal,14.26742919,114909.233,1521030.375,704,7051.534,151,22.1,3063
M4A4 | Zirka (Well-Worn),Rifle,Well-Worn,Restricted,Normal,9.131459655,139929.2978,2195271.5,3076,11937.342,150,1.65,3356
Sticker | Natus Vincere | Katowice 2015,Sticker,None,High Grade,Normal,79.93566118,298430.4461,1572312.75,1978,9179.721,16,15.99,2833
M4A1-S | Mecha Industries (Field-Tested),Rifle,Field-Tested,Covert,Normal,128.7526428,311512.9052,1503162,0,124315.547,737,-0.67,2358
Sticker | iM (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,1.925925926,476288.1423,676311.562,13,151252.172,24,0.04,37
Desert Eagle | Code Red (Field-Tested),Pistol,Field-Tested,Covert,Normal,62.05229952,575575.8581,1652752.375,0,360127.656,473,-0.69,1580
StatTrak™ Desert Eagle | Conspiracy (Factory New),Pistol,Factory New,Classified,StatTrak™,35.86375158,520998.7064,2041551.75,7,235265.984,733,-0.71,3073
StatTrak™ AK-47 | Blue Laminate (Factory New),Rifle,Factory New,Restricted,StatTrak™,34.93285904,578006.642,4465147,0,272292.375,919,-0.87,3268
Glock-18 | Franklin (Field-Tested),Pistol,Field-Tested,Restricted,Normal,9.088596671,752381.5884,1834728.875,192,282764.312,564,-0.32,726
Sawed-Off | First Class (Well-Worn),Shotgun,Well-Worn,Mil-Spec,Normal,3.665144597,120608.6422,2279692.5,1032,7516.035,47,7.57,3054
Autograph Capsule | Natus Vincere | Atlanta 2017,Container,None,Base Grade,Normal,27.4318039,236902.917,1184478,1713,6415.131,17,15.35,2140
Sticker | chrisJ (Foil) | Atlanta 2017,Sticker,None,Exotic,Normal,3.557647059,121876.7924,997990.5,1385,22391.613,16,5,2146
Sticker | twist (Foil) | Atlanta 2017,Sticker,None,Exotic,Normal,3.544061303,133689.4456,762130.812,1445,16223.048,17,2.08,2145
Sticker | Flash Gaming (Holo) | Boston 2018,Sticker,None,Remarkable,Normal,9.63966979,384389.4588,1128737.125,935,4471.627,523,0.04,1790
Sticker | fnx (Foil) | MLG Columbus 2016,Sticker,None,Exotic,Normal,5.080279232,131856.6264,1041711.062,2162,15998.936,110,9.1,2446
Sticker | dupreeh (Foil) | Cologne 2016,Sticker,None,Exotic,Normal,4.293733681,122070.6614,1260853.25,1881,11229.906,29,5.27,2335
Sticker | Cloud9 (Holo) | MLG Columbus 2016,Sticker,None,Remarkable,Normal,37.31891095,219765.9245,971874.25,1592,37991.738,17,2.72,2446
Sticker | gla1ve (Foil) | Krakow 2017,Sticker,None,Remarkable,Normal,9.952546296,66445.36074,510220.844,1930,773.664,705,16.91,1970
StatTrak™ XM1014 | XOXO (Factory New),Shotgun,Factory New,Classified,StatTrak™,2.926082677,791270.2363,3613362.5,6,394929.344,397,-0.85,574
AWP | Pink DDPAT (Well-Worn),Rifle,Well-Worn,Restricted,Normal,8.505491803,341784.9014,646311.562,2966,159846.516,1452,0.27,3072
Sticker | MSL | Cologne 2016,Sticker,None,High Grade,Normal,5.202156334,48342.67038,492449.5,2346,5265.386,16,28.44,2346
FAMAS | Meltdown (Factory New),Rifle,Factory New,Classified,Normal,129.5613636,240184.8528,802017.495,426,129089.789,30,2.59,434
Galil AR | Phoenix Blacklight (Field-Tested),Rifle,Field-Tested,Restricted,Normal,12.02989,739310.1086,1779635.5,192,379766.719,2,0.14,726
M4A1-S | Guardian (Well-Worn),Rifle,Well-Worn,Classified,Normal,15.21051795,195121.8927,5232685,2009,59392.242,195,1.43,3266
AK-47 | Jaguar (Well-Worn),Rifle,Well-Worn,Covert,Normal,45.13398124,371790.9003,1496076.75,0,176254.719,722,-0.68,3064
Sticker | RpK (Foil) | Atlanta 2017,Sticker,None,Exotic,Normal,3.52739726,95605.61741,641708.438,1645,11535.854,17,13.64,2131
Sticker | Lekr0 (Foil) | Atlanta 2017,Sticker,None,Exotic,Normal,3.386877828,131101.9908,867893.5,1431,20424.275,17,4.16,2058
Sticker | mousesports (Foil) | Cluj-Napoca 2015,Sticker,None,Exotic,Normal,8.212957409,130011.7791,978960.688,2078,20353.51,355,1.82,2596
AK-47 | Frontside Misty (Minimal Wear),Rifle,Minimal Wear,Classified,Normal,148.8437044,495047.156,2335600.5,0,229768.156,289,-0.78,2630
Sticker | seized (Foil) | Krakow 2017,Sticker,None,Remarkable,Normal,10.2937054,59322.39444,632145.562,1929,4752.251,17,25.19,1970
Sticker | YEKINDAR (Gold) | Antwerp 2022,Sticker,None,Extraordinary,Normal,6.284278351,525401.0516,1390023.75,13,157921.906,107,-0.47,207
StatTrak™ PP-Bizon | Blue Streak (Factory New),SMG,Factory New,Restricted,StatTrak™,1.372289157,730041.343,2613539,889,211595.781,145,-0.6,3058
StatTrak™ MAC-10 | Stalker (Well-Worn),SMG,Well-Worn,Covert,StatTrak™,2.384389671,553249.2279,809894.5,283,353116.469,383,0.37,1106
M4A1-S | Moss Quartz (Minimal Wear),Rifle,Minimal Wear,Industrial Grade,Normal,73.44883997,166180.7516,400247.812,572,4663.848,0,69.45,1107
StatTrak™ Nova | Antique (Factory New),Shotgun,Factory New,Classified,StatTrak™,17.48614363,367194.464,3422762.25,2960,88231.703,388,-0.68,3204
Sticker | DreamHack (Foil) | Cluj-Napoca 2015,Sticker,None,Exotic,Normal,15.46857991,224045.8911,943525.75,1748,32673.721,48,2.72,2593
Autograph Capsule | Counter Logic Gaming | Cologne 2016,Container,None,Base Grade,Normal,7.087014726,44154.73218,282286.594,2271,6782.638,16,5.05,2337
Sticker | Edward (Foil) | Krakow 2017,Sticker,None,Remarkable,Normal,10.25742574,59876.58926,519216.469,1931,4695.569,17,33.67,1961
USP-S | Overgrowth (Field-Tested),Pistol,Field-Tested,Restricted,Normal,109.6070464,178594.0094,889897.875,3091,7429.01,154,0.42,3357
Sticker | bodyy (Foil) | Cologne 2016,Sticker,None,Exotic,Normal,3.401433692,82651.71847,847180.188,2164,11526.968,26,5.59,2346
Sticker | chrisJ (Foil) | Cluj-Napoca 2015,Sticker,None,Exotic,Normal,3.734597156,94620.52165,790348,1982,19092.486,297,3.57,2565
Sticker | nitr0 (Foil) | Cologne 2016,Sticker,None,Exotic,Normal,4.202806122,84626.11686,1036222.75,1495,12132.437,25,8.99,2347
StatTrak™ Tec-9 | Isaac (Factory New),Pistol,Factory New,Mil-Spec,StatTrak™,11.65719201,272586.473,1499978.5,3037,49412.398,133,0.11,3134
Sticker | aizy (Foil) | Cologne 2016,Sticker,None,Exotic,Normal,3.401372213,68792.81774,490577.438,2228,15086.137,24,8.76,2264
Sticker | f0rest (Gold) | Berlin 2019,Sticker,None,Extraordinary,Normal,3.43047619,720395.8474,2251673.75,358,255509.328,133,-0.56,1200
Sticker | Vega Squadron (Foil) | Krakow 2017,Sticker,None,Exotic,Normal,4.83970276,112114.6323,570619.5,1959,12332.79,269,1.89,1969
Souvenir P250 | Digital Architect (Factory New),Pistol,Factory New,Restricted,Souvenir,1.353240741,642908.6341,2235815,24,1239.772,278,-0.37,398
Sticker | North (Holo) | London 2018,Sticker,None,Remarkable,Normal,9.093321134,228559.9322,966367.125,703,21594.779,24,5.59,1552
Sticker | Cloud9 (Foil) | London 2018,Sticker,None,Exotic,Normal,4.864864865,281374.836,966366.812,698,79098.07,99,1.06,1546
Sticker | G2 Esports (Foil) | Cologne 2016,Sticker,None,Exotic,Normal,7.699074074,226997.8883,1321844.75,1506,69233.445,51,-0.01,2347
StatTrak™ M4A4 | Cyber Security (Field-Tested),Rifle,Field-Tested,Classified,StatTrak™,38.02685337,345701.876,968018.062,0,161161.75,294,-0.57,727
Tec-9 | Nuclear Threat (Field-Tested),Pistol,Field-Tested,Restricted,Normal,12.60905301,249216.1207,1934772.375,2820,18613.936,107,24.4,3393
AK-47 | Asiimov (Battle-Scarred),Rifle,Battle-Scarred,Covert,Normal,52.61413758,653702.0114,1797998.875,0,397468.375,1020,-0.73,1454
MAC-10 | Propaganda (Factory New),SMG,Factory New,Classified,Normal,67.57190999,241244.0433,769684.5468,426,134687.672,30,2.22,434
M4A4 | Zirka (Field-Tested),Rifle,Field-Tested,Restricted,Normal,69.86553731,186357.8221,4223481.406,3343,7626.673,154,0.71,3357
Cmdr. Frank 'Wet Sox' Baroud | SEAL Frogman,Others,None,None,Normal,138.6929329,299053.9301,535042.5521,424,131983.719,93,0.81,434
PP-Bizon | Rust Coat (Battle-Scarred),SMG,Battle-Scarred,Mil-Spec,Normal,4.300772376,113918.2808,1119939.125,2821,2446.22,154,4.71,3356
Sticker | EliGE (Foil) | Boston 2018,Sticker,None,Remarkable,Normal,5.56147541,113945.2883,653111.812,1365,5626.933,48,8.42,1798
Sticker | gob b (Foil) | Cluj-Napoca 2015,Sticker,None,Exotic,Normal,3.747995418,57556.51814,570295.062,2588,11458.911,974,6.68,2590
M4A1-S | Guardian (Field-Tested),Rifle,Field-Tested,Classified,Normal,153.6339158,205353.4976,1699888.375,2772,53668.531,195,0.03,3268
"StatTrak™ Music Kit | Dren, Gunman Taco Truck",Others,None,High Grade,StatTrak™,18.9430931,611530.0331,835254.188,272,232061.062,0,1.08,957
Sticker | Flipsid3 Tactics (Foil) | Cluj-Napoca 2015,Sticker,None,Exotic,Normal,8.672059739,102383.4891,1047979.188,2008,6710.182,1107,3.4,2589
Sticker | gla1ve (Foil) | Cologne 2016,Sticker,None,Exotic,Normal,4.596341463,141577.5055,793579.5,1488,768.691,1968,10.67,2346
Tec-9 | Nuclear Threat (Well-Worn),Pistol,Well-Worn,Restricted,Normal,2.958941606,218359.2965,3570047,2381,848.494,1957,4.74,3392
StatTrak™ Desert Eagle | Mecha Industries (Factory New),Pistol,Factory New,Classified,StatTrak™,12.69430928,795474.2399,3529385.5,0,371490.594,1021,-0.88,1454
Sticker | Ax1Le (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,1.842105263,820700.3832,1194683.625,19,379618.156,26,-0.5,26
Sticker | FURIA (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,3.930465686,598937.0215,2136297.996,22,272749.812,0,0.69,40
Sticker | DEVIL (Foil) | Cologne 2016,Sticker,None,Exotic,Normal,3.318037975,70738.7235,644538.5,2025,10603.33,16,7.29,2279
Souvenir Dual Berettas | Twin Turbo (Field-Tested),Pistol,Field-Tested,Classified,Souvenir,1.245454545,692252.9724,2204178.75,1118,110920.875,511,-0.67,1543
StatTrak™ AUG | Bengal Tiger (Minimal Wear),Rifle,Minimal Wear,Classified,StatTrak™,4.260287655,444883.9562,1627908.375,0,141871.625,752,-0.74,3062
StatTrak™ AK-47 | Frontside Misty (Battle-Scarred),Rifle,Battle-Scarred,Classified,StatTrak™,9.914699358,540823.2581,1731694,0,271403.812,282,-0.76,2630
AWP | Pink DDPAT (Field-Tested),Rifle,Field-Tested,Restricted,Normal,73.26491441,333627.7953,634072.812,2973,147400.312,1454,0.33,3073
Sticker | arT (Gold) | Stockholm 2021,Sticker,None,Extraordinary,Normal,6.562101911,562886.2101,1838642.875,13,286060.312,306,-0.71,385
"StatTrak™ Music Kit | Blitz Kids, The Good Youth",Others,None,High Grade,StatTrak™,43.98472996,279680.8282,583283.75,1569,67595.711,360,1.96,2192
Five-SeveN | Jungle (Factory New),Pistol,Factory New,Consumer Grade,Normal,4.792084168,101447.0961,2707679,1169,4455.778,184,5.9,3387
Sticker | saffee (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,1.454545455,564983.949,1199713.375,4,268648.812,36,-0.24,38
Sticker | FASHR (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,1.636363636,326969.7648,854194.438,17,132988.891,30,0.19,38
Souvenir AWP | Pink DDPAT (Battle-Scarred),Rifle,Battle-Scarred,Restricted,Souvenir,1.555927342,1084976.427,34553188,2348,743.863,302,-0.17,3027
Tec-9 | Rust Leaf (Field-Tested),Pistol,Field-Tested,Industrial Grade,Normal,65.93854762,100915.2129,586312.562,41,3131.224,1,76.09,1106
Sticker | Natus Vincere (Foil) | Boston 2018,Sticker,None,Exotic,Normal,5.693115519,349524.0533,2116587.25,1250,17969.105,273,0.68,1802
Number K | The Professionals,Others,None,None,Normal,274.2219113,251108.8554,536789.3073,715,133809.359,294,1.32,727
Souvenir MAC-10 | Indigo (Factory New),SMG,Factory New,Consumer Grade,Souvenir,1.452241715,202977.9648,3877014.75,2403,1.647,259,0.36,3027
MLG Columbus 2016 Cache Souvenir Package,Container,None,Base Grade,Normal,28.73467601,170568.7922,1350433.25,2210,66485.586,840,2.29,2436
Sticker | rain (Foil) | Cologne 2015,Sticker,None,Exotic,Normal,10.42331993,88676.9324,470865.344,2646,11292.411,73,4.92,2657
StatTrak™ AK-47 | Point Disarray (Battle-Scarred),Rifle,Battle-Scarred,Classified,StatTrak™,3.685073587,624089.673,1068163.25,1404,309498.844,207,-0.51,2547
USP-S | Monster Mashup (Minimal Wear),Pistol,Minimal Wear,Classified,Normal,129.3746607,326287.189,598196.062,0,157261.578,293,-0.23,727
Souvenir AK-47 | Black Laminate (Well-Worn),Rifle,Well-Worn,Mil-Spec,Souvenir,2.356557377,546190.3226,2673870.25,788,240019.547,148,-0.27,1194
Sticker | device | Cologne 2016,Sticker,None,High Grade,Normal,11.35075885,144742.6676,1074386.375,1432,2756.48,1362,6,2339
Souvenir G3SG1 | Polar Camo (Factory New),Rifle,Factory New,Consumer Grade,Souvenir,1.258232236,360119.2036,9908838,473,20580.213,94,3,3287
Sticker | Astralis (Gold) | Stockholm 2021,Sticker,None,Extraordinary,Normal,9.548591549,453835.4832,1134329,0,207295.188,67,-0.69,403
StatTrak™ R8 Revolver | Crimson Web (Factory New),Pistol,Factory New,Mil-Spec,StatTrak™,1.897105382,599294.2379,6728243.5,1,7698.904,1138,-0.92,2547
Souvenir AK-47 | Green Laminate (Factory New),Rifle,Factory New,Mil-Spec,Souvenir,2.824449491,789534.6123,1602817.125,29,373263.5315,394,-0.55,399
Sticker | mousesports (Foil) | Krakow 2017,Sticker,None,Exotic,Normal,4.750769231,131046.9089,1253244.5,1214,18106.49,170,1.58,1966
StatTrak™ CZ75-Auto | Victoria (Field-Tested),Pistol,Field-Tested,Covert,StatTrak™,3.566554181,690664.1346,2855397,1704,166348.438,2367,-0.8,3211
Sticker | karrigan (Foil) | Krakow 2017,Sticker,None,Remarkable,Normal,9.523117077,58421.61151,483888.125,1935,991.818,705,19.95,1971
AWP | Hyper Beast (Battle-Scarred),Rifle,Battle-Scarred,Covert,Normal,61.47956521,403159.3504,1018161.562,0,195937.156,401,-0.56,2744
StatTrak™ AK-47 | Ice Coaled (Battle-Scarred),Rifle,Battle-Scarred,Classified,StatTrak™,9.330325577,779440.5098,1465137.125,0,418585.4296,149,-0.7,151
MAC-10 | Fade (Minimal Wear),SMG,Minimal Wear,Mil-Spec,Normal,5.067387687,257379.8587,1408825.875,5,64845.578,400,-0.05,2741
Sticker | Counter Logic Gaming (Holo) | MLG Columbus 2016,Sticker,None,Remarkable,Normal,35.42445859,144643.7086,943808.25,1592,16148.307,224,6.04,2447
StatTrak™ Sawed-Off | Orange DDPAT (Minimal Wear),Shotgun,Minimal Wear,Restricted,StatTrak™,5.48808933,215145.9447,1945283.25,2405,9246.395,1552,-0.3,3389
Sticker | w0nderful (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,2.044444444,399254.2659,900232.1667,15,203213,24,0.13,38
SSG 08 | Orange Filigree (Factory New),Rifle,Factory New,Mil-Spec,Normal,11.08439231,283106.8545,1219836.375,567,23428.383,8,13.28,1105
StatTrak™ P250 | Muertos (Factory New),Pistol,Factory New,Classified,StatTrak™,11.06929105,471993.4282,2633877,0,254752.328,535,-0.82,2882
Sticker | byali (Foil) | Krakow 2017,Sticker,None,Remarkable,Normal,9.505729565,63230.84241,495027.5,1952,6253.924,17,17.53,1966
M4A1-S | Control Panel (Minimal Wear),Rifle,Minimal Wear,Classified,Normal,12.28377294,417406.7557,2372271.75,0,174137.047,1082,-0.81,1515
Souvenir SG 553 | Waves Perforated (Well-Worn),Rifle,Well-Worn,Consumer Grade,Souvenir,1.656346749,75579.92174,867928.062,2392,991.818,261,2.15,3286
StatTrak™ M4A4 | 龍王 (Dragon King) (Well-Worn),Rifle,Well-Worn,Classified,StatTrak™,2.924296614,524067.8599,7957509,1505,232648.781,228,-0.83,2880
AWP | Sun in Leo (Factory New),Rifle,Factory New,Industrial Grade,Normal,185.8746781,215817.2414,653673.375,4,72194.383,911,0.37,2744
StatTrak™ MP7 | Abyssal Apparition (Factory New),SMG,Factory New,Classified,StatTrak™,3.164619883,893843.6462,2338064,2,424497.8905,303,-0.7,311
Sticker | PGL (Foil) | Krakow 2017,Sticker,None,Exotic,Normal,7.237175649,103836.5774,676136.625,1116,16068.495,194,4.29,1969
StatTrak™ PP-Bizon | Judgement of Anubis (Minimal Wear),SMG,Minimal Wear,Covert,StatTrak™,2.603193904,567775.894,2919332.25,1,2287.555,716,-0.79,2407
M4A1-S | Atomic Alloy (Battle-Scarred),Rifle,Battle-Scarred,Classified,Normal,26.31698547,135618.1728,676162.125,2828,38460.422,1484,0.49,3134
Sticker | Hiko (Foil) | Cologne 2016,Sticker,None,Exotic,Normal,4.941097724,109126.7556,603322,1810,30250.434,283,1.48,2348
Dual Berettas | Pyre (Factory New),Pistol,Factory New,Industrial Grade,Normal,4.305865922,165744.0106,876944.312,557,11679.884,0,30.02,1105
Five-SeveN | Hyper Beast (Field-Tested),Pistol,Field-Tested,Covert,Normal,13.07810796,434782.6373,849631.062,0,251440.641,394,-0.52,2016
Sticker | Cloud9 (Foil) | Katowice 2019,Sticker,None,Exotic,Normal,5.026054018,430162.4181,1232129.875,536,106355.273,39,0.69,1390
Souvenir P2000 | Amber Fade (Factory New),Pistol,Factory New,Restricted,Souvenir,1.91118606,563827.5771,7128688.5,53,2975.453,1093,-0.86,3286
Sticker | JDC (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,1.444444444,498087.9522,2049565.625,29,256591,23,-0.25,37
M4A1-S | Hyper Beast (Field-Tested),Rifle,Field-Tested,Covert,Normal,272.6022745,366109.8865,4013019.5,0,141607.078,1168,-0.9,2785
Sticker | TACO (Foil) | Cologne 2016,Sticker,None,Exotic,Normal,4.738955823,96361.08445,449316.844,2137,24568.652,32,1.71,2345
StatTrak™ Glock-18 | Royal Legion (Factory New),Pistol,Factory New,Restricted,StatTrak™,3.249885949,516063.2644,1210146.375,1346,240786.109,272,-0.34,2476
Sticker | Fnatic (Holo) | Cologne 2014,Sticker,None,Remarkable,Normal,40.61005932,220996.3302,2480373.75,2182,12878.408,117,12.19,3037
Sticker | pashaBiceps (Foil) | Cologne 2015,Sticker,None,Exotic,Normal,7.227969349,143808.4446,494747.719,2590,32435.102,488,0.29,2662
Sticker | Virtus.Pro (Holo) | Cologne 2014,Sticker,None,Remarkable,Normal,42.28711538,236462.4167,2552343.25,2184,12721.713,117,8.27,3038
AWP | Chromatic Aberration (Battle-Scarred),Rifle,Battle-Scarred,Covert,Normal,20.66182277,700322.6831,1611023.75,0,408969.5235,144,-0.72,151
SG 553 | Tornado (Factory New),Rifle,Factory New,Consumer Grade,Normal,3.949406621,161816.7057,5710534,994,3879.989,90,5.71,3389
Sticker | dennis (Foil) | Krakow 2017,Sticker,None,Remarkable,Normal,9.404330709,73790.94935,557691.75,1929,5153.84,17,12.81,1971
StatTrak™ Glock-18 | Water Elemental (Minimal Wear),Pistol,Minimal Wear,Classified,StatTrak™,28.53720632,582691.3506,2897979,0,302928.625,852,-0.84,3073
Desert Eagle | Crimson Web (Minimal Wear),Pistol,Minimal Wear,Restricted,Normal,135.5832602,280979.8103,706907.062,2459,27216.033,320,0,3064
AK-47 | The Empress (Well-Worn),Rifle,Well-Worn,Covert,Normal,75.73778941,860734.2268,2580064.75,0,434259.4588,1896,-0.82,1902
Sticker | shroud | MLG Columbus 2016,Sticker,None,High Grade,Normal,9.922087746,158375.1815,543017.688,2337,12244.649,16,9.2,2444
Souvenir Tec-9 | Brass (Minimal Wear),Pistol,Minimal Wear,Mil-Spec,Souvenir,2.609977324,176764.0064,1449045.375,2669,18915.607,1749,-0.26,3024
StatTrak™ XM1014 | Tranquility (Minimal Wear),Shotgun,Minimal Wear,Classified,StatTrak™,5.256889764,376361.272,2578204.5,2742,84330.898,123,0.95,2938
Stockholm 2021 Viewer Pass + 3 Souvenir Tokens,Others,None,Base Grade,Normal,6.75,437608.7361,632612.5,216,324626.844,98,-0.09,397
StatTrak™ P250 | Mehndi (Battle-Scarred),Pistol,Battle-Scarred,Classified,StatTrak™,5.695111492,251728.0245,2282695.5,3247,17670.129,2000,-0.51,3266
StatTrak™ AK-47 | Elite Build (Factory New),Rifle,Factory New,Mil-Spec,StatTrak™,26.93571035,489588.6043,2866029,0,173468.172,436,-0.85,2785
Desert Eagle | Midnight Storm (Factory New),Pistol,Factory New,Industrial Grade,Normal,85.32791163,195579.2147,591958.9714,2736,50475.969,758,1.12,2744
Sticker | VINI (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,1.727272727,642707.9666,1222782.375,1,239989.078,32,-0.6,32
P250 | Crimson Kimono (Factory New),Pistol,Factory New,Industrial Grade,Normal,57.33746287,115269.7377,1059224.875,2311,9731.604,912,1.9,2744
Sticker | nafany (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,1.714285714,385353.7046,531832.812,17,269113.219,4,0.3,33
Sticker | electronic (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,2.651111111,826390.6065,1305211.625,0,294569.812,34,-0.76,37
